dataset,attn_type,rpe_type,epochs_total,epoch,lr,batch_size,train_loss,train_acc,train_time_sec,test_loss,test_acc,eval_time_sec
cifar10,favor+,rope,60,46,0.001,128,0.6916165552902221,0.74982,18.68257713317871,0.9734866653442383,0.6692,1.8793792724609375
cifar10,favor+,rope,60,47,0.001,128,0.6875842225646973,0.75376,17.807074785232544,0.9717552238464355,0.6749,2.096285343170166
cifar10,favor+,rope,60,48,0.001,128,0.6774010130119323,0.75646,18.32033109664917,0.9885312898635864,0.6717,1.8805606365203857
cifar10,favor+,rope,60,49,0.001,128,0.6737865119552612,0.75708,17.966498613357544,0.99385520029068,0.6719,2.481902599334717
cifar10,favor+,rope,60,50,0.001,128,0.6621988789749146,0.7635,17.909813404083252,0.9868794775962829,0.6751,1.9125299453735352
cifar10,favor+,rope,60,51,0.001,128,0.6494577990150452,0.76684,18.535526990890503,0.9629194866180419,0.6744,1.8722565174102783
cifar10,favor+,rope,60,52,0.001,128,0.6462185815048218,0.7682,17.941619873046875,0.9896447391510009,0.6782,1.8835840225219727
cifar10,favor+,rope,60,53,0.001,128,0.641559319152832,0.76798,18.600989818572998,0.9801252740859986,0.6776,1.9408304691314697
cifar10,favor+,rope,60,54,0.001,128,0.6322491797065735,0.77368,17.803677320480347,0.9892424379348755,0.6762,2.114626407623291
cifar10,favor+,rope,60,55,0.001,128,0.6264418389320373,0.77514,18.356712341308594,0.9837208562850952,0.6792,1.8713908195495605
cifar10,favor+,rope,60,56,0.001,128,0.6192942226982117,0.77632,18.11637282371521,0.999524367904663,0.674,2.4062602519989014
cifar10,favor+,rope,60,57,0.001,128,0.6119966878318787,0.781,17.83981156349182,0.9996682884216309,0.6799,1.8794071674346924
cifar10,favor+,rope,60,58,0.001,128,0.5990699274635315,0.78354,18.58590602874756,1.0301099325180054,0.6736,1.8971748352050781
cifar10,favor+,rope,60,59,0.001,128,0.6003488303565979,0.78336,17.878644227981567,0.9977647403717042,0.6804,1.896826982498169
cifar10,favor+,rope,60,60,0.001,128,0.586632870388031,0.7888,18.628502130508423,0.986394153881073,0.679,1.874675989151001
